epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7280.31,0.26723,4.57281,1.06463,0,0,0,0,0.19946,4.90855,0.56472,1.99868e-05,1.99868e-05,1.99868e-05
